fecha,precio(millones de pesos),area(mt2),zona,estrato,habitaciones,baños,balcon,parqueadero,administracion (millones de pesos),avaluo (millones de pesos),remodelado
20/11/23,155,104,aburra sur,3,3,1,si,no,0,89,si
14/10/23,158,64,aburra sur,4,2,2,si,si,0.125,68.900475,no
21/03/23,160,64,aburra sur,3,3,2,no,si,0.087,46.291597,si
27/08/23,160,112,aburra sur,3,3,2,no,si,0.044,42.905199,no
7/04/23,160,68,aburra sur,4,3,2,si,si,0.17,102.625116,si
4/08/23,160,68,aburra sur,4,3,2,si,si,0.105,102.625116,si
24/04/23,165,60,aburra sur,3,2,2,si,si,0.132,46.291597,si
24/03/23,165,53,aburra sur,3,2,2,si,si,0.150035,46.291597,si
25/12/23,165,68,aburra sur,3,2,2,si,si,0.03,40.578,si
3/04/23,169.7,100,aburra sur,3,3,3,si,no,0.017,59.269624,no
8/03/23,170,60,aburra sur,3,3,2,si,si,0.124,95,si
12/07/23,170,63,aburra sur,4,3,2,si,si,0.138,84.766779,si
16/10/23,170,63,aburra sur,4,3,2,si,si,0.15,84.766779,si
28/03/23,175,80,aburra sur,3,3,1,no,no,0,30.988464,si
21/05/23,175,65,aburra sur,3,3,2,si,si,0.154,46.291597,si
1/04/23,175,60,aburra sur,3,2,2,si,si,0.12,95,si
27/11/23,178,92,aburra sur,3,3,2,no,si,0.23,179,si
3/02/23,178,56,aburra sur,4,2,2,si,si,0.088,90.250388,si
7/04/23,179,60,aburra sur,3,2,2,si,si,0.09,179,si
26/02/23,180,66,aburra sur,4,2,2,si,si,0,102.625116,si
17/11/23,180,67,aburra sur,4,3,2,si,si,0.151,81.046593,si
25/10/23,180,66,aburra sur,4,2,2,si,si,0.18,73,si
16/01/23,185,66,aburra sur,3,2,2,si,si,0.15,179,si
6/03/23,185,66,aburra sur,3,3,2,si,si,0,179,si
25/06/23,185,63,aburra sur,3,2,2,si,si,0,179,si
8/08/23,185,66,aburra sur,3,3,2,si,si,0.16,112,si
29/02/23,185,70,aburra sur,4,3,2,si,si,0.2,107,si
9/03/23,185,64,aburra sur,4,3,2,si,si,0,100,si
28/02/23,188,70,aburra sur,4,3,2,si,si,0.2,109,si
25/05/23,190,67,aburra sur,3,3,2,si,si,0.17,77.689,si
26/01/23,190,76,aburra sur,4,3,2,si,si,0.188,54.404937,si
9/03/23,190,93,aburra sur,3,3,2,si,si,0.175,156,si
30/05/23,190,68,aburra sur,4,3,2,si,si,0.191,73,si
24/08/23,195,72,aburra sur,4,3,2,si,si,0,79,si
1/08/23,198,95,aburra sur,5,3,2,no,si,0.213,165.309,si
2/06/23,200,76,aburra sur,4,3,2,si,si,0.1748,96.3908,si
19/03/23,200,69,aburra sur,4,3,2,si,si,0.12,96.3908,si
7/06/23,200,98,aburra sur,3,3,2,si,si,0,63.405694,si
27/01/23,200,70,aburra sur,3,3,2,si,si,0.01,63.405694,si
13/02/23,200,78,aburra sur,5,3,2,si,si,0.179,159,si
30/07/23,200,70,aburra sur,3,3,2,si,si,0.173,43.322,no
28/06/23,205,70,aburra sur,4,2,2,si,si,0.165,184,si
18/03/23,210,88,aburra sur,5,3,2,si,si,0.164,159,si
27/11/23,210,76,aburra sur,5,3,2,si,si,0.17,159,si
12/02/23,210,64,aburra sur,5,2,2,si,si,0.187,95.802514,si
7/10/23,216,77,aburra sur,3,3,2,si,si,0,43.322,si
22/09/23,219,90,aburra sur,4,3,2,si,si,0.144,130,si
14/12/23,220,117,aburra sur,3,4,3,si,no,0,63.405694,si
29/03/23,220,72,aburra sur,4,3,2,si,si,0.104,46.79317,si
20/07/23,220,86,aburra sur,4,3,2,si,si,0.25,0.299739,si
21/12/23,220,71,aburra sur,3,3,2,si,si,0,30.988464,si
23/02/23,220,69,aburra sur,4,2,2,si,si,0.114,96.3908,si
3/03/23,220,72,aburra sur,4,2,2,si,si,0.211,96.3908,si
2/10/23,220,73,aburra sur,4,3,2,si,si,0,96.3908,si
30/04/23,220,89,aburra sur,5,3,2,no,si,0,143,si
1/06/23,225,100,aburra sur,3,4,3,si,si,2.28,108.6,si
8/02/23,230,86,aburra sur,3,3,2,si,si,0.215,102,si
26/07/23,230,86,aburra sur,4,3,2,si,si,0.17,94.424234,si
20/02/23,230,89,aburra sur,4,3,2,si,si,0.196,95,si
27/09/23,235,87,aburra sur,4,3,2,si,si,0.147,95,si
23/03/23,237,85,aburra sur,4,3,2,si,si,0.195,105.786,si
17/06/23,238,74,aburra sur,5,2,2,si,si,0.29,159,si
4/07/23,238,84,aburra sur,5,2,2,si,si,0,130,si
26/10/23,238,85,aburra sur,4,3,2,si,si,0,105.786,si
24/05/23,240,69,aburra sur,4,2,2,si,si,0.173,95,si
12/10/23,245,90,aburra sur,4,3,2,si,si,0.25,73.219495,si
6/09/23,245,72,aburra sur,5,1,1,si,si,0,70.050464,si
9/07/23,247,85,aburra sur,5,3,2,si,si,0.243,60,si
28/08/23,250,110,aburra s,4,3,3,si,si,0.17,42.603978,si
20/01/23,250,81,aburra sur,4,3,2,si,si,0.179,95,si
27/10/23,250,99,aburra sur,4,3,2,si,si,0.188,85,si
27/06/23,255,143,aburra sur,4,3,2,si,si,0.3,42.603978,si
5/02/23,255,85,aburra sur,5,3,2,si,si,0.19,72,si
18/10/23,255,100,aburra sur,4,3,3,si,si,0.28,42.603978,si
7/08/23,255,124,aburra sur,5,3,3,no,si,0.354,186.364668,si
22/11/23,260,88,aburra sur,4,3,2,si,si,0.17,95,si
20/07/23,260,75,aburra sur,4,3,2,si,si,0.156,96.3908,si
9/05/23,260,87,aburra sur,4,3,2,si,si,0.17,96.5,si
13/11/23,260,82,aburra sur,5,2,3,si,si,0.228,72,si
26/02/23,260,88,aburra sur,4,3,2,si,si,0.17,115,si
23/01/23,260,67,aburra sur,5,1,1,si,si,0.2957,72,si
26/06/23,260,93,aburra sur,5,3,2,si,si,0.235,1260,si
15/07/23,265,81,aburra sur,5,3,2,si,si,0.197,70.050464,si
8/03/23,265,74,aburra sur,6,2,2,si,si,0.2662,97.775997,si
25/01/23,265,72,aburra sur,5,2,2,si,si,0.183,70.050464,si
19/07/23,265,72,aburra sur,5,2,2,si,si,0.183,79.709667,si
15/04/23,270,89,aburra sur,4,2,2,si,si,0.205,115,si
23/12/23,270,107,aburra sur,4,3,2,si,si,0.19,141,si
8/07/23,275,90,aburra s,5,3,2,si,si,0.219,79.709667,si
11/08/23,280,90,aburra sur,5,3,2,si,si,0.33,79.709667,si
26/06/23,280,112,aburra sur,4,3,2,si,si,0.1541,57.526616,si
30/10/23,280,127,aburra sur,5,3,2,no,si,0,185,si
29/11/23,280,87,aburra sur,4,3,2,si,si,0.2,57.526616,si
24/08/23,280,112,aburra sur,5,3,2,si,si,0.16,139,si
27/04/23,285,98,aburra sur,5,3,2,si,si,0.225,118,si
21/07/23,285,100,aburra sur,4,3,3,si,si,0.38,160,si
22/09/23,287,96,aburra sur,4,3,2,si,si,0.178,116,si
8/12/23,290,92,aburra sur,4,1,2,si,si,0.3437,136.546497,si
24/06/23,290,114,aburra sur,5,3,2,si,si,0,180,si
23/04/23,290,92,aburra sur,5,3,2,si,si,0.27,154.17,si
29/07/23,295,110,aburra sur,5,3,2,si,si,0.33,280,si
22/10/23,300,114,aburra sur,5,3,3,si,si,0.33,100.369,si
2/07/23,300,112,aburra sur,5,3,2,si,si,0.378,100.369,si
11/11/23,300,107,aburra sur,5,3,3,si,si,0.224367,142.215,si
27/03/23,310,87,aburra sur,5,3,2,si,si,0.308,100.369,si
25/11/23,315,120,aburra sur,5,3,3,si,si,0.36,168,si
20/02/23,315,95,aburra sur,5,3,2,si,si,0,121,si
6/05/23,320,117,aburra sur,5,4,4,si,si,0.224,0.149,si
11/12/23,320,97,aburra sur,5,3,2,si,si,0.2193,99.198028,si
24/07/23,330,104,aburra sur,4,2,2,si,si,0.15,193.3,si
21/10/23,330,157,aburra sur,5,3,3,si,si,0.3776,212.81,si
29/11/23,75,54,belen guayabal,2,3,1,si,no,0,23.905,no
3/01/23,75,46,belen guayabal,3,3,1,no,no,0.07,44.171,si
13/08/23,80,72,belen guayabal,3,3,1,si,no,0.105,58.0295,no
7/06/23,85,64,belen guayabal,3,4,1,no,no,0,26.418,no
16/05/23,86,45,belen guayabal,3,3,1,si,si,0.1,62.03,si
23/04/23,90,55,belen guayabal,3,3,2,si,si,0.132,76.547,si
6/01/23,95,50,belen guayabal,3,3,2,si,no,0.1,59.099,no
20/04/23,98,45,belen guayabal,3,2,2,si,no,0,73.791,si
28/06/23,103,55,belen guayabal,3,3,2,si,no,0.1088,47.654,si
1/11/23,108,56,belen guayabal,3,3,2,si,no,0,68.635,si
7/11/23,115,61,belen guayabal,3,3,2,si,no,0.11,66.192,si
20/11/23,118,57,belen guayabal,3,3,2,si,no,0.0976,72.617,si
2/09/23,120,58,belen guayabal,3,3,2,no,si,0.067,90,si
11/11/23,120,117,belen guayabal,3,4,1,si,no,0,61.099,no
6/11/23,130,92,belen guayabal,3,5,2,si,no,0,66.019,no
24/02/23,130,56,belen guayabal,4,3,2,si,si,0.112,94.026,si
11/03/23,140,106,belen guayabal,3,3,1,si,no,0,39.47,si
22/06/23,140,58,belen guayabal,3,3,2,si,si,0,108,si
2/06/23,142,92,belen guayabal,3,3,1,si,no,0,38.511,si
4/06/23,145,62,belen guayabal,3,3,2,si,si,0.091,94.998,si
29/04/23,145,60,belen guayabal,4,3,2,si,si,0.12,77.762,si
27/04/23,145,70,belen guayabal,3,4,2,si,no,0.02,71,si
22/09/23,150,57,belen guayabal,4,2,2,si,si,0.14,108,si
22/05/23,150,95,belen guayabal,4,4,3,si,no,0,51.303,si
26/01/23,150,81,belen guayabal,3,3,1,si,no,0,30.836,si
28/10/23,155,123,belen guayabal,3,3,2,si,no,0,40.559,si
17/07/23,155,69,belen guayabal,5,3,1,si,no,0,90.511,si
4/09/23,155,80,belen guayabal,3,2,2,no,si,0.186,91.466,si
29/08/23,155,86,belen guayabal,4,3,2,si,si,0.24,85.258,si
22/01/23,155,78,belen guayabal,3,3,2,si,no,0,64.387,no
15/01/23,156,114,belen guayabal,3,3,2,si,no,0,32.23,si
21/11/23,160,97,belen guayabal,3,4,1,si,no,0,77.553,si
8/12/23,160,90,belen guayabal,3,3,2,no,no,0,68.872,si
3/06/23,165,64,belen guayabal,4,3,2,si,si,0.133,118.613,si
25/01/23,165,62,belen guayabal,4,3,1,si,si,0.135,136.444,si
14/04/23,165,72,belen guayabal,4,3,2,no,no,0,120.409,si
15/11/23,170,80,belen guayabal,4,3,2,no,si,0.1933,100.73,si
13/06/23,180,118,belen guayabal,3,3,2,si,no,0,29.275,si
3/10/23,180,110,belen  guayabal,4,4,3,si,no,0,48.963,si
10/03/23,183,71,belen guayabal,5,3,2,si,si,0.145,111.714,si
9/11/23,185,84,belen guayabal,4,3,2,no,si,0.22,104,si
1/11/23,185,84,belen guayabal,4,3,2,no,si,0,104,si
28/02/23,190,73,belen guayabal,5,3,2,si,si,0.146,118.632,si
13/10/23,190,81,belen guayabal,5,3,2,si,si,0.202,180,si
30/10/23,190,90,belen guayabal,4,3,2,si,si,0,80,si
10/07/23,195,84,belen guayabal,4,3,2,no,si,0.21,104,si
29/10/23,200,83,belen  guayabal,5,3,2,si,si,0.14,107,si
8/12/23,205,87,belen guayabal,5,3,2,si,si,0.24,180,si
2/10/23,210,106,belen guayabal,3,4,2,no,no,0,61.301,si
3/08/23,210,87,belen guayabal,5,3,2,si,si,0.23,100.369,si
21/12/23,210,111,belen guayabal,5,3,2,si,no,0,186.174,si
20/04/23,210,109,belen guayabal,5,3,2,si,si,0.305,131.023,no
28/10/23,220,95,belen guayabal,5,3,2,si,si,0.22,115.85,si
11/11/23,220,122,belen guayabal,4,4,2,si,no,0,61.169,si
26/12/23,220,123,belen guayabal,3,4,2,si,no,0,41.491,si
25/02/23,220,102,belen guayabal,5,4,2,no,si,0.21,100.369,si
20/11/23,225,77,belen guayabal,4,2,2,si,si,0.19,131.863,si
25/05/23,230,68,belen guayabal,4,4,3,si,si,0.079,90.506,si
30/04/23,230,104,belen guayabal,5,3,2,si,si,0.178,116,si
11/09/23,230,81,belen guayabal,5,2,2,si,si,0,110.74,si
26/09/23,235,82,belen guayabal,5,3,2,si,si,0.23,121.5,si
13/08/23,240,84,belen guayabal,3,3,2,si,si,0,121.5,si
28/11/23,240,75,belen guayabal,4,3,2,si,si,0.173,136.444,si
23/08/23,250,129,belen guayabal,4,3,3,si,si,0.268,159.92,si
8/11/23,255,80,belen guayabal,5,2,2,si,si,0,70.050464,si
6/05/23,260,137,belen guayabal,4,3,4,si,si,0.297,150,si
25/01/23,265,104,belen guayabal,4,3,2,si,no,0,97.537,si
15/09/23,67,41,centro,3,2,1,no,no,0.072,32.045,si
4/08/23,70,26,centro,4,1,1,no,no,0.042,27,no
28/09/23,70,30,centro,3,1,1,no,si,0,32.055,no
19/08/23,78,38,centro,3,1,1,si,no,0.0876,51.818,si
5/12/23,78,46,centro,3,2,1,no,no,0.0901,38.625,si
19/07/23,80,48,centro,3,3,2,no,no,0.066,35.134,si
3/04/23,80,55,centro,3,3,2,no,no,0.065,35,no
26/05/23,84,54,centro,3,2,2,si,no,0.085,53.052,si
2/05/23,85,43,centro,4,2,1,si,no,0.076,41.789,no
25/09/23,86,62,centro,3,3,2,si,no,0.098,65.802,no
3/05/23,90,49,centro,4,14,1,no,si,0.13,61.841,no
4/11/23,,40,centro,4,2,1,si,no,0.07,41,no
29/01/23,100,45,centro,4,2,1,si,no,0,54.247,si
6/08/23,100,80,centro,3,3,2,no,no,0,25.261,si
2/06/23,102,54,centro,3,2,2,si,no,0,65,si
30/12/23,110,40,centro,4,2,1,no,no,0,59.111,no
12/10/23,115,52,centro,3,3,1,si,no,0.08,54.228,si
16/12/23,125,53,centro,3,3,2,si,no,0,71.461,si
2/10/23,128,50,centro,4,2,2,si,no,0.109,62.905,si
7/08/23,128,60,centro,4,3,2,no,no,0.13,549.11,si
28/10/23,128,55,centro,3,3,2,si,no,0.13,84.111,si
17/02/23,130,127,centro,4,3,3,no,no,0,114.877,no
26/02/23,130,115,centro,3,4,1,no,no,0,38.611,no
15/12/23,130,66,centro,4,3,2,si,no,0,96.665,si
16/07/23,135,70,centro,4,2,2,no,si,0.1087,45.096,si
15/09/23,135,74,centro,4,3,2,no,no,0,24.609,si
25/03/23,140,150,centro,3,3,3,no,no,0,111.531,no
27/12/23,147,62,centro,4,3,2,no,si,0.134,65.705,no
8/05/23,150,74,centro,3,3,2,si,si,0.03,118.821,si
22/01/23,165,86,centro,4,3,2,no,si,0.18,24.609,si
14/05/23,165,58,centro,4,3,2,si,si,0.169,85.557,si
7/03/23,200,210,centro,5,3,2,si,no,0.503,1518.14,si
16/04/23,210,210,  centro,4,3,2,si,si,0.7591,1540.62,si
9/01/23,210,178,centro,4,4,2,si,si,0.165,130,si
12/11/23,210,192,centro,4,3,2,si,si,0.407,146.568,si
18/06/23,220,185,centro,4,5,3,no,no,0,132.28,si
6/02/23,230,255,centro,4,4,3,si,no,0,169.353,no
9/05/23,260,226,centro,4,3,3,si,no,0.326,158.914,no
21/05/23,135,66,laureles,5,2,1,si,no,0,55.076,no
23/02/23,140,65,laureles,4,2,1,no,si,0.112,55,no
5/07/23,165,44,laureles,5,2,1,si,si,0.173,68.398,si
2/06/23,170,93,laureles,4,3,3,si,si,0.105,107.342,si
15/01/23,180,91,laureles,5,3,2,no,si,0.241,129,no
4/05/23,190,112,laureles,5,4,2,si,no,0,55.388,no
3/10/23,190,114,laureles,4,3,2,no,si,0,126.464,si
5/08/23,205,85,laureles,5,2,2,si,si,0.09,116.646,si
27/09/23,210,80,laureles,5,3,2,si,si,0.15,108.8,si
23/01/23,210,86,laureles,4,3,3,si,si,0.06,114.389,si
3/03/23,220,85,laureles,4,2,2,no,si,0,100,si
13/12/23,220,102,laureles,5,3,3,no,si,0.097,98.849,si
25/03/23,225,116,laureles,4,3,3,si,si,0,157.798,si
5/04/23,228,104,laureles,5,3,3,si,si,0.1,133.692,si
7/08/23,230,89,laureles,5,3,1,si,si,0.05,160,si
22/11/23,230,89,laureles,4,3,3,si,si,0.33,127.596,si
8/05/23,235,87,laureles,5,2,2,si,si,0.128,119,si
20/01/23,235,135,laureles,5,3,3,no,si,0.33,109.703,si
4/05/23,240,123,laureles,5,3,4,si,si,0,132.898,si
26/09/23,240,120,laureles,5,3,2,no,si,0.279,122.446,si
12/07/23,250,129,laureles,4,3,3,si,si,0.268,159.92,si
19/06/23,250,75,laureles,5,3,2,si,si,0.285,125,si
1/12/23,250,113,laureles,4,3,3,si,si,0.223,159.168,si
20/01/23,25,118,laureles,5,3,2,si,no,0,95.885,si
29/08/23,250,130,laureles,4,3,3,si,si,0.267,154.089,si
8/05/23,255,123,laureles,5,3,2,si,si,0.115,154.464,si
27/02/23,255,110,laureles,4,3,2,si,si,0.238,140.491,si
2/08/23,255,95,laureles,4,3,2,si,si,0,163,si
8/02/23,260,106,laureles,5,3,2,no,si,0.086,118.192,si
29/02/23,265,128,laureles,5,3,3,si,si,0.187,135.422,si
19/07/23,265,103,laureles,5,3,2,si,si,0.164,166.2,si
1/12/23,270,261,laureles,4,4,2,no,si,0,169.353,no
10/03/23,275,97,laureles,5,3,2,si,si,0.306,133.957,si
9/09/23,280,133,laureles,4,3,2,no,si,0.079,109.293,si
11/11/23,280,100,laureles,5,2,2,no,si,0,122.279,si
16/06/23,285,151,laureles,5,4,3,no,si,0.27,182.066,si
19/04/23,290,154,laureles,5,3,2,no,si,0.06,116,si
9/06/23,310,115,Laureles,5,3,2,no,si,0.281,157.194,si
8/06/23,315,170,LAURELES,5,3,2,no,si,0.23,157.194,si
6/06/23,320,160,laureles,5,3,3,si,si,0,190.96,si
7/07/23,320,123,laureles,5,3,2,si,si,0.451,203,si
1/02/23,320,96,laureles,5,3,3,no,si,0,169,si
8/12/23,325,120,laureles,5,3,3,si,si,0.175,109.183,si
6/11/23,330,155,laureles,5,3,3,si,si,0,166.18,si
27/03/23,330,150,laureles,6,3,2,no,si,0.41,194.621,si
10/11/23,330,254,laureles,5,4,4,si,si,0.409,153,si
6/08/23,340,132,laureles,5,3,2,no,si,0.494,172.621,si
21/02/23,340,140,laureles,5,3,3,no,si,0.208,153,si
8/11/23,343,132,Laureles,5,3,1,si,si,0.12,204.401,si
22/05/23,350,119,laureles,5,3,2,si,si,0.4,170.545,si
18/08/23,350,142,laureles,5,3,2,no,si,0.18,153,si
30/01/23,350,116,laureles,5,2,2,si,si,0,123.891,si
1/01/23,360,305,laureles,5,4,4,no,si,0,225.48,si
13/08/23,360,140,laureles,5,3,3,si,si,0.31,256.063,si
28/10/23,370,210,laureles,5,3,2,si,si,0.39,153,si
12/07/23,370,101,laureles,5,3,2,si,si,0.15,153,si
2/12/23,370,100,laureles,5,3,2,si,si,0.15,190,si
14/05/23,370,137,laureles,5,3,3,no,si,0,153.081,si
10/08/23,375,170,laureles,5,4,2,si,si,0.486,244,si
12/08/23,380,140,laureles,5,3,3,si,si,0,196.507,si
6/02/23,400,168,laureles,5,3,2,si,si,0.505,209.048,si
24/10/23,400,165,laureles,5,3,3,si,si,0.4,199.036,si
25/12/23,400,130,laureles,5,2,2,si,si,0,190,si
16/01/23,410,141,laureles ,5,3,3,si,si,0.53,190,si
7/03/23,450,181,laureles,5,3,2,si,si,0.34,184.166,si
25/07/23,450,123,laureles,5,4,3,si,si,0.517,190,si
27/04/23,450,204,laureles,5,4,4,no,si,0.38,280,si
30/07/23,470,248,laureles,5,3,2,no,si,0.4809,345.376,si
1/01/23,,180,laureles,5,4,3,si,si,0.57,233.784,si
12/01/23,508,209,laureles ,6,4,3,si,si,0.45,258.85,si
1/10/23,550,149,laureles,6,3,4,no,si,0.747,326.157,si
14/12/23,630,179,laureles,5,3,3,si,si,0.34,324.114,si
6/02/23,1350,494,laureles,5,3,4,si,si,1.6,320,si
